#energy in eV, dos
-1 0
-0.997998 0.0402633
-0.995996 0.0569124
-0.993994 0.0696683
-0.991992 0.0804056
-0.98999 0.089851
-0.987988 0.0983773
-0.985986 0.106206
-0.983984 0.113482
-0.981982 0.120305
-0.97998 0.126748
-0.977978 0.132868
-0.975976 0.138706
-0.973974 0.144296
-0.971972 0.149667
-0.96997 0.154842
-0.967968 0.159838
-0.965966 0.164674
-0.963964 0.169362
-0.961962 0.173914
-0.95996 0.178341
-0.957958 0.182652
-0.955956 0.186854
-0.953954 0.190956
-0.951952 0.194963
-0.94995 0.198881
-0.947948 0.202716
-0.945946 0.206471
-0.943944 0.210152
-0.941942 0.213762
-0.93994 0.217304
-0.937938 0.220782
-0.935936 0.224199
-0.933934 0.227557
-0.931932 0.230859
-0.92993 0.234108
-0.927928 0.237306
-0.925926 0.240455
-0.923924 0.243556
-0.921922 0.246611
-0.91992 0.249623
-0.917918 0.252592
-0.915916 0.25552
-0.913914 0.258409
-0.911912 0.26126
-0.90991 0.264074
-0.907908 0.266852
-0.905906 0.269595
-0.903904 0.272305
-0.901902 0.274982
-0.8999 0.277628
-0.897898 0.280242
-0.895896 0.282827
-0.893894 0.285383
-0.891892 0.28791
-0.88989 0.29041
-0.887888 0.292883
-0.885886 0.29533
-0.883884 0.297751
-0.881882 0.300147
-0.87988 0.302519
-0.877878 0.304867
-0.875876 0.307192
-0.873874 0.309494
-0.871872 0.311774
-0.86987 0.314033
-0.867868 0.31627
-0.865866 0.318486
-0.863864 0.320682
-0.861862 0.322857
-0.85986 0.325014
-0.857858 0.327151
-0.855856 0.329269
-0.853854 0.331369
-0.851852 0.33345
-0.84985 0.335514
-0.847848 0.337561
-0.845846 0.33959
-0.843844 0.341603
-0.841842 0.343599
-0.83984 0.345579
-0.837838 0.347543
-0.835836 0.349491
-0.833834 0.351424
-0.831832 0.353342
-0.82983 0.355244
-0.827828 0.357132
-0.825826 0.359006
-0.823824 0.360865
-0.821822 0.362711
-0.81982 0.364542
-0.817818 0.36636
-0.815816 0.368165
-0.813814 0.369956
-0.811812 0.371734
-0.80981 0.3735
-0.807808 0.375253
-0.805806 0.376993
-0.803804 0.378722
-0.801802 0.380438
-0.7998 0.382142
-0.797798 0.383834
-0.795796 0.385515
-0.793794 0.387184
-0.791792 0.388842
-0.78979 0.390488
-0.787788 0.392124
-0.785786 0.393749
-0.783784 0.395362
-0.781782 0.396966
-0.77978 0.398558
-0.777778 0.400141
-0.775776 0.401713
-0.773774 0.403274
-0.771772 0.404826
-0.76977 0.406368
-0.767768 0.4079
-0.765766 0.409423
-0.763764 0.410935
-0.761762 0.412439
-0.75976 0.413933
-0.757758 0.415417
-0.755756 0.416893
-0.753754 0.418359
-0.751752 0.419816
-0.74975 0.421265
-0.747748 0.422705
-0.745746 0.424136
-0.743744 0.425558
-0.741742 0.426972
-0.73974 0.428377
-0.737738 0.429774
-0.735736 0.431163
-0.733734 0.432543
-0.731732 0.433915
-0.72973 0.43528
-0.727728 0.436636
-0.725726 0.437984
-0.723724 0.439325
-0.721722 0.440658
-0.71972 0.441983
-0.717718 0.4433
-0.715716 0.44461
-0.713714 0.445912
-0.711712 0.447207
-0.70971 0.448495
-0.707708 0.449775
-0.705706 0.451048
-0.703704 0.452314
-0.701702 0.453573
-0.6997 0.454825
-0.697698 0.45607
-0.695696 0.457307
-0.693694 0.458538
-0.691692 0.459762
-0.68969 0.46098
-0.687688 0.46219
-0.685686 0.463394
-0.683684 0.464591
-0.681682 0.465782
-0.67968 0.466966
-0.677678 0.468144
-0.675676 0.469315
-0.673674 0.47048
-0.671672 0.471639
-0.66967 0.472791
-0.667668 0.473938
-0.665666 0.475078
-0.663664 0.476211
-0.661662 0.477339
-0.65966 0.478461
-0.657658 0.479576
-0.655656 0.480686
-0.653654 0.48179
-0.651652 0.482888
-0.64965 0.48398
-0.647648 0.485066
-0.645646 0.486147
-0.643644 0.487221
-0.641642 0.48829
-0.63964 0.489354
-0.637638 0.490411
-0.635636 0.491464
-0.633634 0.49251
-0.631632 0.493551
-0.62963 0.494587
-0.627628 0.495617
-0.625626 0.496642
-0.623624 0.497661
-0.621622 0.498676
-0.61962 0.499684
-0.617618 0.500688
-0.615616 0.501686
-0.613614 0.502679
-0.611612 0.503667
-0.60961 0.50465
-0.607608 0.505627
-0.605606 0.5066
-0.603604 0.507567
-0.601602 0.50853
-0.5996 0.509487
-0.597598 0.510439
-0.595596 0.511387
-0.593594 0.512329
-0.591592 0.513267
-0.58959 0.5142
-0.587588 0.515128
-0.585586 0.516051
-0.583584 0.516969
-0.581582 0.517883
-0.57958 0.518791
-0.577578 0.519696
-0.575576 0.520595
-0.573574 0.52149
-0.571572 0.52238
-0.56957 0.523265
-0.567568 0.524146
-0.565566 0.525022
-0.563564 0.525894
-0.561562 0.526761
-0.55956 0.527624
-0.557558 0.528482
-0.555556 0.529336
-0.553554 0.530186
-0.551552 0.531031
-0.54955 0.531871
-0.547548 0.532707
-0.545546 0.533539
-0.543544 0.534367
-0.541542 0.53519
-0.53954 0.536009
-0.537538 0.536823
-0.535536 0.537633
-0.533534 0.53844
-0.531532 0.539241
-0.52953 0.540039
-0.527528 0.540833
-0.525526 0.541622
-0.523524 0.542407
-0.521522 0.543188
-0.51952 0.543965
-0.517518 0.544738
-0.515516 0.545507
-0.513514 0.546272
-0.511512 0.547032
-0.50951 0.547789
-0.507508 0.548542
-0.505506 0.54929
-0.503504 0.550035
-0.501502 0.550776
-0.499499 0.551513
-0.497497 0.552246
-0.495495 0.552975
-0.493493 0.5537
-0.491491 0.554421
-0.489489 0.555138
-0.487487 0.555852
-0.485485 0.556561
-0.483483 0.557267
-0.481481 0.557969
-0.479479 0.558668
-0.477477 0.559362
-0.475475 0.560053
-0.473473 0.56074
-0.471471 0.561423
-0.469469 0.562103
-0.467467 0.562778
-0.465465 0.563451
-0.463463 0.564119
-0.461461 0.564784
-0.459459 0.565445
-0.457457 0.566102
-0.455455 0.566756
-0.453453 0.567406
-0.451451 0.568053
-0.449449 0.568696
-0.447447 0.569336
-0.445445 0.569971
-0.443443 0.570604
-0.441441 0.571233
-0.439439 0.571858
-0.437437 0.57248
-0.435435 0.573098
-0.433433 0.573713
-0.431431 0.574324
-0.429429 0.574932
-0.427427 0.575536
-0.425425 0.576137
-0.423423 0.576734
